COMPANY	REQ_NUMBER	REQ_NUMBER_A	LINE_NBR	ITEM	ITEM_TYPE	SERVICE_CODE	DESCRIPTION	QUANTITY	ENTERED_UOM	ENT_UOM_MULT	RETURN_QTY	DTL_RET_QTY	UNIT_COST	COST_OPTION	OVERIDE_CST_FL	CREATE_PO_FL	AGREEMENT_REF	VENDOR	PURCH_FR_LOC	PURCH_MAJOR	PURCH_MINOR	BUYER	FROM_COMPANY	FROM_LOCATION	REQ_LOCATION	REQ_DEL_DATE	LATE_DL_DATE	CREATION_DATE	DIST_CODE	IC_TRANS_TYPE	PO_CODE	PURCH_TAX_CD	PURCH_TAX_FL	CERT_REQ_FL	INSP_REQ_FL	LAST_RET_SEQ	VEN_ITEM	STATUS	CLOSED_FL	BIN	PO_USER_FLD_2	PO_USER_FLD_4	PO_USER_FLD_6	USER_DATE_3	USER_DATE_4	ALLOC_PRI	DELIVER_TO	MANUF_CODE	MANUF_DIVISION	MANUF_NBR	LAST_DIST_SEQ	NEW_REQ	FILL_OR_KILL	KILL_QUANTITY	ENTERED_ITEM	COST_CD	ENTRY_FL	RQSRC_MACHINE	PAR_ORDER_ID	APPROVED_FL	CAP_TECH_FLAG	PFLOW_APRV_LVL	PUNCHOUT_ID	PFLOW_CREATED	TRAN_UNIT_COST	TRAN_CURR_CODE	CNV_RATE	COMMIT_REMAIN	RQ_SOURCE	SS_EVENT_REQD	COMMODITY_CODE	P_CARD_FLAG	PCARD_NBR	CONTRACT_GROUP	CM_CONTRACT	TIER	PREFERRED_FLAG	PVN_OBJ_ID	PART_SEQ_NBR	PIF_CXL_QTY	PROD_TAX_CAT	LOCATION_RULE	RELEASED_DATE	RELEASED_TIME	REL_OPER_ID	APR_REJ_DATE	APR_REJ_TIME	APR_REJ_OPR_ID	GTIN	PO_USER_FLD_7	EAM_OPER_NBR	EAM_SEQ_NBR	EAM_WO_NBR	CREATION_TIME	PATIENT_LNAME	PATIENT_FNAME	PATIENT_MINIT	PAT_VISIT_NBR	SERIAL	SS_EVENT_NBR	PUNCHOUT_UGNAM	CREATED_BY	LAST_UPDT_DATE	LAST_UPDT_TIME	LAST_UPDATE_BY	HPP_OBJ_ID	CN_CODE	GLBL_LINE_TYPE	L_INDEX	RLNSET10_SS_SW	RLNSET2_SS_SW	RLNSET4_SS_SW	RLNSET9_SS_SW	L_ATRLN_SS_SW
1	127032	0000127032	17	0008916                         	N	 	JELLY PETROLEUM 0.6 OZ        	20.0000	EA  	1.0000000	0.0000	0.0000	0.51400	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	84-430100                       	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	KE6 	    	8884430100                         	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.51400	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	22003	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	18	0011222                         	N	 	TAPE SURGICAL SOFT CLOTH 4"   	3.0000	RL  	1.0000000	0.0000	0.0000	6.85900	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	M2964                           	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	3M1 	    	2964                               	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	6.85900	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	19511	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	19	0008966                         	N	 	KIT TRACH CARE WITH GLOVES    	2.0000	EA  	1.0000000	0.0000	0.0000	1.52100	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	ANS1	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	PP4120                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME12	    	4120                               	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	1.52100	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20294	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	20	0009017                         	N	 	SPONGE 2X2 4 PLY NON STER     	4.0000	BG  	1.0000000	0.0000	0.0000	0.39300	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	NON25224A                       	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME69	    	NON25224                           	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.39300	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	24714	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	21	0031126                         	N	 	CLOTH BATH                    	40.0000	EA  	1.0000000	0.0000	0.0000	1.11500	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	PER1	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	SA7855                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	SA9 	    	7855                               	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	1.11500	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	19405	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	22	0010304                         	N	 	MASK RESPIRATOR PARTICULATE   	1.0000	BX  	1.0000000	0.0000	0.0000	14.34000	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	PPE3	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	M1870                           	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	3M4 	    	1870                               	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	14.34000	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20767	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390700	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	23	0010612                         	N	 	UNDERPAD AIR FLO 20.5 X 36    	3.0000	BG  	1.0000000	0.0000	0.0000	2.10000	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	MSC282110                       	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME69	    	MSC282110                          	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	2.10000	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	24715	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390700	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	24	0008966                         	N	 	KIT TRACH CARE WITH GLOVES    	2.0000	EA  	1.0000000	0.0000	0.0000	1.52100	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	ANS1	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	PP4120                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME12	    	4120                               	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	1.52100	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20294	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390700	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	25	0009516                         	N	 	CUP DENTURE W/LID             	4.0000	EA  	1.0000000	0.0000	0.0000	0.11800	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	PER1	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	H975-10                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME12	    	H97510                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.11800	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20485	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390700	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	26	0009431                         	N	 	PACK SHROUD WHITE XTRA LARGE  	1.0000	EA  	1.0000000	0.0000	0.0000	5.55800	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	NON70540WM                      	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME69	    	NON70540WM                         	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	5.55800	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	22959	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390700	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	27	0010314                         	N	 	SET BLOOD HORIZON NXT IV      	4.0000	EA  	1.0000000	0.0000	0.0000	7.08000	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	IVS4	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	AL24780000                      	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	CA45	    	24780000                           	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	7.08000	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	19638	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390800	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	28	0008969                         	N	 	TISSUE FACIAL 2PLY            	8.0000	BX  	1.0000000	0.0000	0.0000	0.86700	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	GP48560                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	GA10	    	48560                              	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.86700	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20498	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390800	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	29	0008689                         	N	 	DRESSING DRAIN SPONGE 4X4     	12.0000	PK  	1.0000000	0.0000	0.0000	0.06700	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	NON256000B                      	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME69	    	NON256000                          	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.06700	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	24807	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390800	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	30	0034697                         	N	 	DRESSING ACRYLIC 4.5 X 6.8    	10.0000	EA  	1.0000000	0.0000	0.0000	3.28200	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	M90801                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	3M1 	    	90801                              	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	3.28200	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20703	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390800	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
